wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;1365;639;2004;0.36;0.17;0.52;0;0;0;2181;0;0;4592;2052;2538;2;t00;2024-09-30
dolnoœl¹skie;75;26;101;0.26;0.09;0.35;0;0;0;98;0;0;232;102;130;0;t02;2024-09-30
kujawsko-pomorskie;108;61;169;0.52;0.29;0.82;0;0;0;208;0;0;410;172;238;0;t04;2024-09-30
lubelskie;179;97;276;0.85;0.46;1.31;0;0;0;288;0;0;490;283;206;1;t06;2024-09-30
lubuskie;18;12;30;0.18;0.12;0.30;0;0;0;38;0;0;74;31;43;0;t08;2024-09-30
³ódzkie;80;22;102;0.33;0.09;0.42;0;0;0;154;0;0;263;103;160;0;t10;2024-09-30
ma³opolskie;96;51;147;0.28;0.15;0.43;0;0;0;178;0;0;329;148;181;0;t12;2024-09-30
mazowieckie;202;97;299;0.37;0.18;0.55;0;0;0;304;0;0;870;309;561;0;t14;2024-09-30
opolskie;18;13;31;0.18;0.13;0.32;0;0;0;36;0;0;85;32;53;0;t16;2024-09-30
podkarpackie;112;31;143;0.53;0.15;0.67;0;0;0;139;0;0;269;147;122;0;t18;2024-09-30
podlaskie;74;20;94;0.63;0.17;0.80;0;0;0;120;0;0;192;97;95;0;t20;2024-09-30
pomorskie;55;30;85;0.23;0.13;0.36;0;0;0;96;0;0;184;87;97;0;t22;2024-09-30
œl¹skie;112;64;176;0.25;0.14;0.39;0;0;0;217;0;0;400;179;221;0;t24;2024-09-30
œwiêtokrzyskie;59;24;83;0.48;0.20;0.67;0;0;0;59;0;0;133;87;46;0;t26;2024-09-30
warmiñsko-mazurskie;47;27;74;0.33;0.19;0.52;0;0;0;68;0;0;151;76;75;0;t28;2024-09-30
wielkopolskie;79;39;118;0.23;0.11;0.34;0;0;0;101;0;0;253;119;134;0;t30;2024-09-30
zachodniopomorskie;39;23;62;0.23;0.14;0.37;0;0;0;74;0;0;164;64;99;1;t32;2024-09-30
