wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;267;116;383;0.07;0.03;0.10;5;3;2;715;0;0;2140;408;1731;1;t00;2024-10-30
dolnoœl¹skie;7;3;10;0.02;0.01;0.03;0;0;0;24;0;0;83;10;73;0;t02;2024-10-30
kujawsko-pomorskie;19;14;33;0.09;0.07;0.16;0;0;0;72;0;0;163;33;130;0;t04;2024-10-30
lubelskie;46;13;59;0.22;0.06;0.28;0;0;0;72;0;0;153;61;92;0;t06;2024-10-30
lubuskie;1;1;2;0.01;0.01;0.02;0;0;0;5;0;0;26;2;24;0;t08;2024-10-30
³ódzkie;10;4;14;0.04;0.02;0.06;0;0;0;39;0;0;84;15;69;0;t10;2024-10-30
ma³opolskie;29;3;32;0.08;0.01;0.09;1;0;1;68;0;0;150;32;118;0;t12;2024-10-30
mazowieckie;27;18;45;0.05;0.03;0.08;0;0;0;77;0;0;493;46;447;0;t14;2024-10-30
opolskie;3;0;3;0.03;0;0.03;1;0;1;4;0;0;42;3;39;0;t16;2024-10-30
podkarpackie;14;6;20;0.07;0.03;0.09;1;1;0;42;0;0;80;20;59;1;t18;2024-10-30
podlaskie;15;12;27;0.13;0.10;0.23;0;0;0;69;0;0;122;27;95;0;t20;2024-10-30
pomorskie;13;7;20;0.06;0.03;0.09;0;0;0;29;0;0;158;27;131;0;t22;2024-10-30
œl¹skie;22;11;33;0.05;0.02;0.07;1;1;0;87;0;0;189;36;153;0;t24;2024-10-30
œwiêtokrzyskie;14;6;20;0.11;0.05;0.16;0;0;0;18;0;0;42;20;22;0;t26;2024-10-30
warmiñsko-mazurskie;12;4;16;0.08;0.03;0.11;0;0;0;28;0;0;73;22;51;0;t28;2024-10-30
wielkopolskie;14;9;23;0.04;0.03;0.07;1;1;0;34;0;0;87;23;64;0;t30;2024-10-30
zachodniopomorskie;19;4;23;0.11;0.02;0.14;0;0;0;47;0;0;108;24;84;0;t32;2024-10-30
