wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;1172;468;1640;0.31;0.12;0.43;5;3;2;1623;0;0;3842;1703;2135;4;t00;2024-09-27
dolnoœl¹skie;46;20;66;0.16;0.07;0.23;1;1;0;64;0;0;163;67;96;0;t02;2024-09-27
kujawsko-pomorskie;91;37;128;0.44;0.18;0.62;0;0;0;137;0;0;359;135;222;2;t04;2024-09-27
lubelskie;163;62;225;0.77;0.29;1.07;0;0;0;222;0;0;378;239;139;0;t06;2024-09-27
lubuskie;19;9;28;0.19;0.09;0.28;0;0;0;22;0;0;50;29;21;0;t08;2024-09-27
³ódzkie;43;20;63;0.18;0.08;0.26;1;1;0;105;0;0;168;65;103;0;t10;2024-09-27
ma³opolskie;91;29;120;0.27;0.08;0.35;0;0;0;129;0;0;278;123;155;0;t12;2024-09-27
mazowieckie;194;68;262;0.36;0.13;0.48;0;0;0;213;0;0;785;270;515;0;t14;2024-09-27
opolskie;15;9;24;0.15;0.09;0.24;0;0;0;24;0;0;78;24;54;0;t16;2024-09-27
podkarpackie;96;36;132;0.45;0.17;0.62;0;0;0;121;0;0;236;142;94;0;t18;2024-09-27
podlaskie;68;30;98;0.58;0.25;0.83;0;0;0;125;0;0;191;100;91;0;t20;2024-09-27
pomorskie;52;9;61;0.22;0.04;0.26;1;1;0;61;0;0;162;64;98;0;t22;2024-09-27
œl¹skie;91;47;138;0.20;0.10;0.31;0;0;0;153;0;0;310;141;169;0;t24;2024-09-27
œwiêtokrzyskie;45;8;53;0.37;0.07;0.43;0;0;0;41;0;0;84;53;29;2;t26;2024-09-27
warmiñsko-mazurskie;40;23;63;0.28;0.16;0.44;0;0;0;65;0;0;118;64;54;0;t28;2024-09-27
wielkopolskie;77;31;108;0.22;0.09;0.31;2;0;2;60;0;0;229;108;121;0;t30;2024-09-27
zachodniopomorskie;34;27;61;0.20;0.16;0.36;0;0;0;80;0;0;141;63;78;0;t32;2024-09-27
