wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;85;28;113;0.02;0.01;0.03;6;4;2;310;0;0;2931;124;2806;1;t00;2023-05-11
dolnoœl¹skie;7;0;7;0.02;0;0.02;4;4;0;17;0;0;93;8;85;0;t02;2023-05-11
kujawsko-pomorskie;3;7;10;0.01;0.03;0.05;1;0;1;22;0;0;118;10;108;0;t04;2023-05-11
lubelskie;13;4;17;0.06;0.02;0.08;0;0;0;23;0;0;337;18;319;0;t06;2023-05-11
lubuskie;2;0;2;0.02;0;0.02;0;0;0;1;0;0;46;2;44;0;t08;2023-05-11
³ódzkie;1;2;3;0.00;0.01;0.01;0;0;0;27;0;0;84;3;81;0;t10;2023-05-11
ma³opolskie;5;1;6;0.01;0.00;0.02;0;0;0;28;0;0;191;6;185;0;t12;2023-05-11
mazowieckie;10;2;12;0.02;0.00;0.02;0;0;0;38;0;0;576;15;561;0;t14;2023-05-11
opolskie;2;0;2;0.02;0;0.02;0;0;0;0;0;0;126;2;124;0;t16;2023-05-11
podkarpackie;4;2;6;0.02;0.01;0.03;0;0;0;18;0;0;201;7;194;0;t18;2023-05-11
podlaskie;3;1;4;0.03;0.01;0.03;0;0;0;18;0;0;116;4;112;0;t20;2023-05-11
pomorskie;5;0;5;0.02;0;0.02;1;0;1;12;0;0;85;5;80;0;t22;2023-05-11
œl¹skie;8;1;9;0.02;0.00;0.02;0;0;0;38;0;0;198;10;188;0;t24;2023-05-11
œwiêtokrzyskie;1;0;1;0.01;0;0.01;0;0;0;3;0;0;68;2;66;0;t26;2023-05-11
warmiñsko-mazurskie;4;3;7;0.03;0.02;0.05;0;0;0;27;0;0;221;8;213;0;t28;2023-05-11
wielkopolskie;7;2;9;0.02;0.01;0.03;0;0;0;13;0;0;129;9;120;0;t30;2023-05-11
zachodniopomorskie;6;2;8;0.04;0.01;0.05;0;0;0;25;0;0;156;8;147;1;t32;2023-05-11
