wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;186;59;245;0.05;0.02;0.06;6;1;5;1131;0;0;3277;258;3017;2;t00;2024-02-14
dolnoœl¹skie;9;2;11;0.03;0.01;0.04;0;0;0;54;0;0;192;13;179;0;t02;2024-02-14
kujawsko-pomorskie;14;2;16;0.07;0.01;0.08;0;0;0;76;0;0;218;17;200;1;t04;2024-02-14
lubelskie;17;8;25;0.08;0.04;0.12;0;0;0;90;0;0;180;28;152;0;t06;2024-02-14
lubuskie;6;3;9;0.06;0.03;0.09;0;0;0;24;0;0;109;10;99;0;t08;2024-02-14
³ódzkie;7;6;13;0.03;0.02;0.05;0;0;0;68;0;0;154;13;141;0;t10;2024-02-14
ma³opolskie;13;2;15;0.04;0.01;0.04;1;0;1;92;0;0;183;16;167;0;t12;2024-02-14
mazowieckie;36;7;43;0.07;0.01;0.08;1;1;0;173;0;0;671;44;627;0;t14;2024-02-14
opolskie;1;1;2;0.01;0.01;0.02;0;0;0;1;0;0;62;2;60;0;t16;2024-02-14
podkarpackie;8;5;13;0.04;0.02;0.06;1;0;1;72;0;0;161;13;148;0;t18;2024-02-14
podlaskie;6;3;9;0.05;0.03;0.08;0;0;0;54;0;0;122;10;112;0;t20;2024-02-14
pomorskie;12;4;16;0.05;0.02;0.07;0;0;0;56;0;0;173;16;157;0;t22;2024-02-14
œl¹skie;19;4;23;0.04;0.01;0.05;0;0;0;141;0;0;319;23;295;1;t24;2024-02-14
œwiêtokrzyskie;5;2;7;0.04;0.02;0.06;0;0;0;31;0;0;75;7;68;0;t26;2024-02-14
warmiñsko-mazurskie;8;3;11;0.06;0.02;0.08;0;0;0;76;0;0;178;13;165;0;t28;2024-02-14
wielkopolskie;9;5;14;0.03;0.01;0.04;0;0;0;42;0;0;165;15;150;0;t30;2024-02-14
zachodniopomorskie;12;2;14;0.07;0.01;0.08;3;0;3;78;0;0;187;14;173;0;t32;2024-02-14
