wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;353;127;480;0.09;0.03;0.13;10;6;4;1659;0;0;4441;502;3935;4;t00;2024-01-30
dolnoœl¹skie;29;8;37;0.10;0.03;0.13;0;0;0;62;0;0;238;39;199;0;t02;2024-01-30
kujawsko-pomorskie;20;11;31;0.10;0.05;0.15;1;0;1;120;0;0;319;31;287;1;t04;2024-01-30
lubelskie;33;18;51;0.16;0.09;0.24;0;0;0;165;0;0;245;51;194;0;t06;2024-01-30
lubuskie;9;0;9;0.09;0;0.09;0;0;0;44;0;0;123;10;112;1;t08;2024-01-30
³ódzkie;15;8;23;0.06;0.03;0.09;0;0;0;104;0;0;203;23;180;0;t10;2024-01-30
ma³opolskie;20;12;32;0.06;0.04;0.09;2;0;2;207;0;0;405;32;373;0;t12;2024-01-30
mazowieckie;56;18;74;0.10;0.03;0.14;2;2;0;143;0;0;701;78;623;0;t14;2024-01-30
opolskie;4;3;7;0.04;0.03;0.07;0;0;0;18;0;0;97;7;90;0;t16;2024-01-30
podkarpackie;37;7;44;0.17;0.03;0.21;1;0;1;142;0;0;267;45;222;0;t18;2024-01-30
podlaskie;18;7;25;0.15;0.06;0.21;2;2;0;64;0;0;145;27;118;0;t20;2024-01-30
pomorskie;14;3;17;0.06;0.01;0.07;1;1;0;70;0;0;206;17;189;0;t22;2024-01-30
œl¹skie;29;6;35;0.06;0.01;0.08;1;1;0;276;0;0;630;39;591;0;t24;2024-01-30
œwiêtokrzyskie;23;3;26;0.19;0.02;0.21;0;0;0;43;0;0;112;27;85;0;t26;2024-01-30
warmiñsko-mazurskie;6;6;12;0.04;0.04;0.08;0;0;0;62;0;0;194;12;181;1;t28;2024-01-30
wielkopolskie;24;13;37;0.07;0.04;0.11;0;0;0;67;0;0;230;41;189;0;t30;2024-01-30
zachodniopomorskie;15;3;18;0.09;0.02;0.11;0;0;0;71;0;0;213;18;194;1;t32;2024-01-30
