wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;412;135;547;0.11;0.04;0.14;11;1;10;953;0;0;5911;606;5297;8;t00;2023-04-24
dolnoœl¹skie;18;7;25;0.06;0.02;0.09;0;0;0;39;0;0;260;26;233;1;t02;2023-04-24
kujawsko-pomorskie;6;2;8;0.03;0.01;0.04;0;0;0;60;0;0;246;10;235;1;t04;2023-04-24
lubelskie;41;12;53;0.19;0.06;0.25;2;0;2;73;0;0;664;59;605;0;t06;2023-04-24
lubuskie;14;1;15;0.14;0.01;0.15;0;0;0;19;0;0;127;16;110;1;t08;2023-04-24
³ódzkie;12;6;18;0.05;0.02;0.07;0;0;0;71;0;0;247;20;226;1;t10;2023-04-24
ma³opolskie;27;7;34;0.08;0.02;0.10;0;0;0;85;0;0;355;37;318;0;t12;2023-04-24
mazowieckie;71;22;93;0.13;0.04;0.17;0;0;0;130;0;0;901;106;794;1;t14;2023-04-24
opolskie;11;5;16;0.11;0.05;0.16;0;0;0;13;0;0;253;18;235;0;t16;2023-04-24
podkarpackie;26;8;34;0.12;0.04;0.16;2;0;2;78;0;0;325;38;287;0;t18;2023-04-24
podlaskie;16;12;28;0.14;0.10;0.24;3;0;3;45;0;0;200;28;172;0;t20;2023-04-24
pomorskie;23;3;26;0.10;0.01;0.11;0;0;0;49;0;0;310;27;283;0;t22;2023-04-24
œl¹skie;59;14;73;0.13;0.03;0.16;1;1;0;128;0;0;621;76;545;0;t24;2023-04-24
œwiêtokrzyskie;14;4;18;0.11;0.03;0.15;0;0;0;15;0;0;112;19;93;0;t26;2023-04-24
warmiñsko-mazurskie;14;7;21;0.10;0.05;0.15;1;0;1;30;0;0;332;23;309;0;t28;2023-04-24
wielkopolskie;28;9;37;0.08;0.03;0.11;2;0;2;47;0;0;266;40;225;1;t30;2023-04-24
zachodniopomorskie;22;13;35;0.13;0.08;0.21;0;0;0;70;0;0;378;38;338;2;t32;2023-04-24
