wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;1114;428;1542;0.29;0.11;0.40;3;2;1;1167;0;0;2834;1598;1231;5;t00;2024-08-29
dolnoœl¹skie;55;26;81;0.19;0.09;0.28;0;0;0;49;0;0;142;84;58;0;t02;2024-08-29
kujawsko-pomorskie;116;46;162;0.56;0.22;0.78;0;0;0;115;0;0;263;167;96;0;t04;2024-08-29
lubelskie;114;52;166;0.54;0.25;0.79;0;0;0;156;0;0;236;169;66;1;t06;2024-08-29
lubuskie;19;3;22;0.19;0.03;0.22;0;0;0;15;0;0;30;22;8;0;t08;2024-08-29
³ódzkie;49;27;76;0.20;0.11;0.31;1;0;1;54;0;0;111;83;28;0;t10;2024-08-29
ma³opolskie;69;20;89;0.20;0.06;0.26;0;0;0;81;0;0;161;90;71;0;t12;2024-08-29
mazowieckie;228;81;309;0.42;0.15;0.57;0;0;0;196;0;0;725;320;403;2;t14;2024-08-29
opolskie;12;9;21;0.12;0.09;0.21;0;0;0;16;0;0;55;21;34;0;t16;2024-08-29
podkarpackie;72;12;84;0.34;0.06;0.40;1;1;0;76;0;0;142;88;54;0;t18;2024-08-29
podlaskie;39;20;59;0.33;0.17;0.50;0;0;0;56;0;0;108;60;48;0;t20;2024-08-29
pomorskie;47;17;64;0.20;0.07;0.27;0;0;0;57;0;0;108;69;39;0;t22;2024-08-29
œl¹skie;61;17;78;0.14;0.04;0.17;0;0;0;85;0;0;160;78;81;1;t24;2024-08-29
œwiêtokrzyskie;33;13;46;0.27;0.11;0.37;0;0;0;36;0;0;55;46;9;0;t26;2024-08-29
warmiñsko-mazurskie;37;25;62;0.26;0.18;0.44;0;0;0;46;0;0;106;63;42;1;t28;2024-08-29
wielkopolskie;107;39;146;0.31;0.11;0.42;1;1;0;95;0;0;226;155;71;0;t30;2024-08-29
zachodniopomorskie;54;19;73;0.32;0.11;0.43;0;0;0;32;0;0;142;73;69;0;t32;2024-08-29
