wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;49;10;59;0.01;0.00;0.02;0;0;0;4;0;0;495;63;432;0;t00;2023-11-04
dolnoœl¹skie;4;0;4;0.01;0;0.01;0;0;0;1;0;0;4;4;0;0;t02;2023-11-04
kujawsko-pomorskie;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;0;t04;2023-11-04
lubelskie;2;0;2;0.01;0;0.01;0;0;0;0;0;0;11;2;9;0;t06;2023-11-04
lubuskie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;t08;2023-11-04
³ódzkie;2;0;2;0.01;0;0.01;0;0;0;1;0;0;9;3;6;0;t10;2023-11-04
ma³opolskie;3;0;3;0.01;0;0.01;0;0;0;0;0;0;7;3;4;0;t12;2023-11-04
mazowieckie;9;1;10;0.02;0.00;0.02;0;0;0;1;0;0;315;11;304;0;t14;2023-11-04
opolskie;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;t16;2023-11-04
podkarpackie;1;1;2;0.00;0.00;0.01;0;0;0;0;0;0;6;3;3;0;t18;2023-11-04
podlaskie;6;0;6;0.05;0;0.05;0;0;0;0;0;0;13;6;7;0;t20;2023-11-04
pomorskie;3;0;3;0.01;0;0.01;0;0;0;1;0;0;13;3;10;0;t22;2023-11-04
œl¹skie;2;0;2;0.00;0;0.00;0;0;0;0;0;0;5;2;3;0;t24;2023-11-04
œwiêtokrzyskie;2;1;3;0.02;0.01;0.02;0;0;0;0;0;0;3;3;0;0;t26;2023-11-04
warmiñsko-mazurskie;7;4;11;0.05;0.03;0.08;0;0;0;0;0;0;14;11;3;0;t28;2023-11-04
wielkopolskie;5;1;6;0.01;0.00;0.02;0;0;0;0;0;0;15;6;9;0;t30;2023-11-04
zachodniopomorskie;1;0;1;0.01;0;0.01;0;0;0;0;0;0;8;1;7;0;t32;2023-11-04
