wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;190;83;273;0.05;0.02;0.07;1;0;1;1621;0;0;3988;289;3694;5;t00;2024-02-19
dolnoœl¹skie;8;1;9;0.03;0.00;0.03;0;0;0;65;0;0;245;9;236;0;t02;2024-02-19
kujawsko-pomorskie;10;10;20;0.05;0.05;0.10;0;0;0;74;0;0;236;22;214;0;t04;2024-02-19
lubelskie;25;10;35;0.12;0.05;0.17;0;0;0;122;0;0;206;37;169;0;t06;2024-02-19
lubuskie;3;1;4;0.03;0.01;0.04;0;0;0;34;0;0;89;4;85;0;t08;2024-02-19
³ódzkie;7;4;11;0.03;0.02;0.04;0;0;0;115;0;0;178;11;167;0;t10;2024-02-19
ma³opolskie;13;8;21;0.04;0.02;0.06;0;0;0;144;0;0;231;21;210;0;t12;2024-02-19
mazowieckie;43;13;56;0.08;0.02;0.10;0;0;0;258;0;0;893;58;834;1;t14;2024-02-19
opolskie;2;2;4;0.02;0.02;0.04;0;0;0;9;0;0;70;4;66;0;t16;2024-02-19
podkarpackie;11;5;16;0.05;0.02;0.08;0;0;0;130;0;0;215;18;196;1;t18;2024-02-19
podlaskie;6;4;10;0.05;0.03;0.08;0;0;0;109;0;0;175;14;161;0;t20;2024-02-19
pomorskie;8;3;11;0.03;0.01;0.05;0;0;0;91;0;0;225;11;213;1;t22;2024-02-19
œl¹skie;10;5;15;0.02;0.01;0.03;0;0;0;213;0;0;442;15;426;1;t24;2024-02-19
œwiêtokrzyskie;2;4;6;0.02;0.03;0.05;0;0;0;20;0;0;56;6;50;0;t26;2024-02-19
warmiñsko-mazurskie;6;0;6;0.04;0;0.04;0;0;0;88;0;0;202;6;196;0;t28;2024-02-19
wielkopolskie;17;7;24;0.05;0.02;0.07;0;0;0;48;0;0;181;25;155;1;t30;2024-02-19
zachodniopomorskie;14;6;20;0.08;0.04;0.12;1;0;1;99;0;0;205;21;184;0;t32;2024-02-19
